time,q,r,r_0,omega,omega_0,h22_real,h22_imag,phi
-2722.799999991066,1.8,13.849691942939955,15.577137628831402,0.01940144428513335,0.016265233663282044,0.09809334824096433,-6.464260148081833e-05,31.416256031186258
-2719.0999999910528,1.8,13.845270111347036,15.577137628831402,0.019410739775230113,0.016265233663282044,0.09709215147550619,-0.014104874550018603,31.488058463173193
-2715.299999991039,1.8,13.840674887517936,15.577137628831402,0.019420407634430426,0.016265233663282044,0.09398888504351643,-0.02823408243818892,31.561837527556985
-2711.5999999910255,1.8,13.83614794450993,15.577137628831402,0.01942993968773976,0.016265233663282044,0.0890059047870158,-0.0414213491600079,31.633710560357816
-2707.899999991012,1.8,13.831583622349196,15.577137628831402,0.019439558344362062,0.016265233663282044,0.0821857338694607,-0.05377329938351803,31.705619081246784
-2704.1999999909985,1.8,13.827020715118804,15.577137628831402,0.019449181953894445,0.016265233663282044,0.07366323648635224,-0.06503552218116394,31.777563292106617
-2700.499999990985,1.8,13.822484744600162,15.577137628831402,0.019458756623714102,0.016265233663282044,0.06360830421713394,-0.07497459533789982,31.849543027706126
-2696.7999999909716,1.8,13.817978114661027,15.577137628831402,0.01946827714254251,0.016265233663282044,0.05222268107835649,-0.08338292462582246,31.92155809112263
-2692.999999990958,1.8,13.813380465742917,15.577137628831402,0.019477997946840908,0.016265233663282044,0.03938572941463013,-0.0902390178568933,31.99555606840198
-2689.2999999909443,1.8,13.808934105485463,15.577137628831402,0.019487406578485356,0.016265233663282044,0.02603254063596088,-0.09503579201045853,32.06764211927092
-2685.599999990931,1.8,13.804518501370303,15.577137628831402,0.0194967576274383,0.016265233663282044,0.01211164691904465,-0.09787220917926819,32.1397628770833
-2681.8999999909174,1.8,13.800134432552708,15.577137628831402,0.01950604929383193,0.016265233663282044,-0.002091087584368697,-0.09868264562931311,32.21191812571449
-2678.199999990904,1.8,13.795779366949185,15.577137628831402,0.019515286799557607,0.016265233663282044,-0.01628226753509409,-0.09744288856152421,32.28410764185818
-2674.4999999908905,1.8,13.791425234508418,15.577137628831402,0.019524529616638198,0.016265233663282044,-0.03016693913199157,-0.09417105520493038,32.35633124803174
-2670.799999990877,1.8,13.787035526363068,15.577137628831402,0.019533855340386985,0.016265233663282044,-0.04345474431467043,-0.08892760036271434,32.428589161021826
-2667.0999999908636,1.8,13.782599382835672,15.577137628831402,0.019543287258119157,0.016265233663282044,-0.055865956471665375,-0.08181446682869253,32.500881777551136
-2663.39999999085,1.8,13.778118293679167,15.577137628831402,0.019552822445377593,0.016265233663282044,-0.06713741589110013,-0.07297340304720519,32.57320948673244
-2659.799999990837,1.8,13.773716132206902,15.577137628831402,0.019562197236719925,0.016265233663282044,-0.07678099319680003,-0.0628827919516209,32.64361643576939
-2656.0999999908236,1.8,13.769149607901426,15.577137628831402,0.01957192997170143,0.016265233663282044,-0.08512355873761655,-0.051189655384602545,32.716014481926855
-2652.39999999081,1.8,13.764542069424028,15.577137628831402,0.019581758303063523,0.016265233663282044,-0.09169587869870713,-0.038395853311219134,32.788448717560506
-2648.6999999907966,1.8,13.759894727926774,15.577137628831402,0.019591679873270706,0.016265233663282044,-0.09635279451459708,-0.024767883030106887,32.860919493370055
-2644.999999990783,1.8,13.755227981566613,15.577137628831402,0.019601651304153478,0.016265233663282044,-0.09898917006478629,-0.010591540172708903,32.93342714862324
-2641.39999999077,1.8,13.750725118518789,15.577137628831402,0.019611280586183888,0.016265233663282044,-0.09955521279985886,0.003443533840324844,33.00401056382676
-2637.6999999907566,1.8,13.746179449961252,15.577137628831402,0.019621009405978995,0.016265233663282044,-0.09806412386088433,0.017817857048431137,33.07659046544319
-2633.999999990743,1.8,13.741721458227557,15.577137628831402,0.01963055839117267,0.016265233663282044,-0.09449777411772342,0.031837271220734646,33.14920603343153
-2630.2999999907297,1.8,13.737351685598057,15.577137628831402,0.019639925930742486,0.016265233663282044,-0.08892698970417164,0.045201804745629334,33.2218565975384
-2626.5999999907162,1.8,13.733069832069404,15.577137628831402,0.01964911222576493,0.016265233663282044,-0.08146619345394536,0.057624550832221275,33.294541485319556
-2622.999999990703,1.8,13.728988796282867,15.577137628831402,0.01965787435313704,0.016265233663282044,-0.072540799146208,0.06855306720155566,33.36529421948666
-2619.2999999906897,1.8,13.724881583292438,15.577137628831402,0.019666699260532994,0.016265233663282044,-0.06184380965996452,0.07835757244046386,33.43804484756235
-2615.599999990676,1.8,13.720856678601166,15.577137628831402,0.019675353724638356,0.016265233663282044,-0.04982706119108626,0.08650511804764804,33.510827794015135
-2611.999999990663,1.8,13.71696790146317,15.577137628831402,0.019683721513910513,0.016265233663282044,-0.03711127121205709,0.09267401750800747,33.58167408391636
-2608.2999999906497,1.8,13.712919964856095,15.577137628831402,0.019692438081178487,0.016265233663282044,-0.023262253510253808,0.09707257677772242,33.65451981203256
-2604.599999990636,1.8,13.708790498605314,15.577137628831402,0.019701336839831107,0.016265233663282044,-0.008915442903072595,0.09940828954673876,33.72739812571761
-2600.999999990623,1.8,13.70469239788174,15.577137628831402,0.019710174635201305,0.016265233663282044,0.005230066291225517,0.09965177152304558,33.79833868405263
-2597.2999999906096,1.8,13.700397351274717,15.577137628831402,0.019719444249411744,0.016265233663282044,0.019656548620683747,0.09781015413521868,33.87128330575241
-2593.599999990596,1.8,13.69601851635319,15.577137628831402,0.019728902178288266,0.016265233663282044,0.033664186062346196,0.09388632489504041,33.944262571498804
-2589.999999990583,1.8,13.691675686139853,15.577137628831402,0.019738289809400733,0.016265233663282044,0.04660658652954855,0.08814858866705962,34.01530334930316
-2586.2999999905696,1.8,13.687127178231353,15.577137628831402,0.01974813002590281,0.016265233663282044,0.05892513701147609,0.08040046445065314,34.088353048359664
-2582.6999999905565,1.8,13.682625870838748,15.577137628831402,0.01975787618070335,0.016265233663282044,0.06970612217668096,0.07121584582832288,34.15946371829635
-2578.999999990543,1.8,13.67794965950848,15.577137628831402,0.019768009527008523,0.016265233663282044,0.07931724704424106,0.06028046313066348,34.232586540586524
-2575.39999999053,1.8,13.673374185426443,15.577137628831402,0.019777932962259825,0.016265233663282044,0.08704546756871716,0.048404339305735136,34.30376918466939
-2571.6999999905165,1.8,13.668647667631722,15.577137628831402,0.019788192706806207,0.016265233663282044,0.09315403931605797,0.03518106276251161,34.37696646028906
-2568.0999999905034,1.8,13.664024690223782,15.577137628831402,0.019798236282142057,0.016265233663282044,0.0971892245711505,0.021590005442486158,34.448221976287236
-2564.39999999049,1.8,13.659247611670946,15.577137628831402,0.019808623575843676,0.016265233663282044,0.09928754369702815,0.007165988730182482,34.52149460662076
-2560.799999990477,1.8,13.65457412937284,15.577137628831402,0.019818794401810003,0.016265233663282044,0.09929176221005878,-0.007022608669113907,34.59282390047797
-2557.1999999904638,1.8,13.64987454108825,15.577137628831402,0.01982903082131493,0.016265233663282044,0.0972839819486188,-0.02107542896845507,34.664189926314315
-2553.4999999904503,1.8,13.645019773647833,15.577137628831402,0.01983961450071714,0.016265233663282044,0.09316392833963556,-0.03507943830604644,34.73757686668846
-2549.899999990437,1.8,13.640310848392074,15.577137628831402,0.019849889233277018,0.016265233663282044,0.08723389630256073,-0.04799620369471359,34.809018065253085
-2546.299999990424,1.8,13.635679903994196,15.577137628831402,0.019860002466087323,0.016265233663282044,0.0795259426860418,-0.0599497838789252,34.88049606916857
